index,q,powerloss,f,vout,iout,pa,prx,bty_temp,chnl,ce_pkg,rpp_pkg,ss_pkg,location
656,0.57,1704.41,144.97,15.34,745.23,9.23,18.35,26.56,3.95,-74.22,33.0,167.51,0
657,1.4,3917.1,133.93,17.39,2461.32,15.82,13.47,4.48,0.07,104.04,6.42,182.68,1
658,1.1,3806.5,137.29,18.19,1989.42,8.37,13.23,39.37,0.97,-24.65,14.73,52.83,0
659,1.44,7143.85,139.36,16.13,1032.15,47.1,53.98,23.5,0.94,-44.89,1.99,22.34,0
660,1.31,4014.7,136.92,17.72,437.67,22.11,58.51,47.86,1.68,-14.62,34.59,15.66,0
661,0.03,5507.48,136.77,18.34,1233.33,45.45,9.93,17.13,3.92,97.03,11.5,97.1,0
664,0.65,9098.79,136.93,16.86,406.92,12.67,62.72,25.45,0.79,-2.97,10.63,247.37,1
665,1.11,3133.3,145.01,18.06,2081.92,31.85,15.82,12.32,3.58,-119.63,39.0,178.28,1
666,1.69,9929.63,138.71,16.5,2375.02,44.58,27.39,8.62,1.78,-108.18,64.85,7.21,1
667,0.07,2173.41,144.73,18.7,1818.22,32.38,61.05,33.37,3.1,64.64,23.65,114.63,0
668,0.27,2191.97,142.39,18.83,2360.83,40.02,43.32,35.37,2.7,-73.18,40.97,13.86,1
670,1.38,8876.31,142.59,17.28,183.77,61.88,4.14,3.61,2.66,120.9,42.1,124.92,1
671,0.65,1629.56,136.42,16.22,276.65,57.73,44.77,34.08,7.73,106.07,0.07,183.78,0
672,1.73,2177.34,141.99,15.82,2461.68,47.86,19.98,0.09,5.58,57.14,61.55,58.6,1
673,1.66,742.69,145.42,18.75,110.81,55.26,63.55,15.55,3.38,-73.99,30.7,108.6,1
674,0.8,3260.93,142.01,18.05,185.07,37.88,29.09,47.16,4.81,98.64,56.2,165.37,1
675,0.19,841.12,139.19,15.3,108.12,12.78,51.11,17.88,7.13,-116.1,16.33,18.21,1
676,0.19,5094.25,139.87,18.76,2375.17,29.37,50.54,42.2,5.84,-88.41,27.04,124.53,1
678,1.75,7103.12,143.62,17.48,1131.81,52.13,32.89,43.29,0.67,-40.9,52.7,69.81,1
679,1.79,9771.17,137.36,16.54,764.38,34.24,4.69,49.27,7.14,2.3,33.79,241.83,1
680,1.19,5076.22,139.89,17.78,1699.85,42.02,10.38,35.53,7.68,64.72,55.28,69.44,0
681,1.78,1243.35,137.34,17.19,1576.25,53.51,8.71,25.46,3.81,12.98,62.22,60.92,1
682,0.18,9258.14,141.85,16.73,307.06,31.31,62.18,45.63,0.51,45.35,4.21,161.85,0
683,1.53,2061.12,141.15,16.45,2008.66,55.6,38.72,8.54,1.44,-74.98,14.54,103.68,1
685,0.63,9118.76,132.31,16.81,686.69,7.52,32.0,26.23,0.1,-12.13,26.27,207.08,1
686,0.98,35.91,135.46,15.11,2123.66,7.09,58.36,34.0,6.25,51.17,27.57,214.51,1
688,1.09,207.78,136.54,17.78,1512.34,57.91,36.07,0.95,1.71,-93.7,28.3,96.42,1
690,1.27,639.6,139.23,18.67,1434.59,45.09,18.44,13.56,6.43,56.47,0.29,202.23,1
691,1.55,7429.72,134.82,18.82,1516.18,13.54,38.27,36.35,5.32,45.57,16.04,247.55,1
692,0.24,4076.89,137.47,18.71,2304.0,49.97,33.35,10.95,2.53,-92.87,31.06,40.28,1
693,1.51,6735.16,138.08,17.12,1235.16,55.13,29.53,41.85,3.07,71.01,3.0,55.38,1
695,1.66,1660.2,140.13,15.95,754.74,23.92,19.03,29.2,2.81,7.36,32.03,184.17,1
696,0.39,2277.89,135.31,18.6,2243.88,33.51,18.84,19.96,1.57,-113.89,35.99,118.67,1
697,1.14,7948.12,134.73,18.38,1220.95,5.3,34.35,25.63,6.28,122.74,48.68,204.49,0
698,1.38,9737.02,136.61,16.45,859.95,13.24,35.03,40.05,4.42,29.35,44.58,9.28,1
699,1.89,4441.4,135.38,15.45,907.82,40.29,33.42,12.06,1.98,-122.82,33.94,208.3,1
700,1.65,8973.25,141.13,15.89,704.64,16.16,17.72,33.71,4.57,70.58,37.79,211.46,0
701,0.65,4322.71,141.87,18.38,1782.49,9.14,15.53,21.79,2.5,-69.71,60.95,15.95,0
702,1.22,4604.54,135.13,18.04,1055.27,2.53,15.77,1.68,7.1,-91.74,55.83,122.49,1
703,0.33,9653.85,135.55,16.8,528.4,62.04,50.49,28.2,2.89,-19.22,56.65,148.63,0
704,1.51,446.74,142.41,18.2,2052.34,0.3,35.28,2.37,4.09,20.46,58.06,31.13,0
705,1.02,6707.53,143.62,16.76,1822.9,59.79,2.82,37.67,7.97,15.82,55.91,18.22,1
706,1.37,9601.87,140.48,17.18,272.49,61.08,27.53,11.03,6.63,-2.14,39.14,165.1,1
707,0.92,6888.48,139.38,18.73,859.55,5.72,37.62,48.93,5.85,79.64,46.12,185.38,1
708,0.85,991.75,133.34,17.67,2399.72,21.6,58.43,47.33,7.56,47.71,40.16,191.97,1
709,0.32,3713.02,133.37,15.44,501.43,0.11,61.28,31.52,6.26,9.6,36.66,182.32,1
710,0.34,6630.54,134.93,15.01,752.65,49.78,40.78,31.26,4.88,-56.62,44.26,145.5,0
711,0.87,3399.95,137.98,17.68,453.34,35.09,23.54,43.85,6.06,-114.66,48.24,243.11,1
712,1.93,6729.74,140.08,15.7,1961.17,0.17,5.01,32.25,2.27,-26.67,23.67,35.38,1
713,0.48,938.55,138.35,17.22,1553.54,43.34,23.23,27.97,0.65,-2.1,6.99,158.85,0
714,0.06,5419.8,133.49,18.61,470.36,34.82,36.42,14.5,6.87,57.82,20.45,221.46,0
715,0.39,6984.99,143.27,15.44,1487.82,18.25,55.66,20.1,2.84,-114.22,45.29,143.77,0
717,1.25,8332.25,139.8,16.33,166.15,63.18,50.51,24.73,7.19,-81.28,32.9,117.22,0
719,1.43,5094.09,139.74,16.8,64.07,52.79,63.03,48.62,6.59,-124.88,27.23,156.19,1
721,1.11,7808.07,142.8,17.16,977.31,39.1,24.58,35.72,0.38,33.2,39.67,187.95,0
722,1.04,3232.16,142.56,18.64,764.24,45.4,4.37,44.74,6.56,-80.46,44.65,89.99,0
724,1.19,809.32,141.5,16.01,2150.8,50.89,6.65,3.63,4.11,-21.54,34.28,166.9,0
727,1.13,3457.03,145.93,15.09,1837.71,29.19,36.75,5.7,2.29,-51.01,39.54,94.5,1
728,1.83,9213.85,136.5,18.87,1328.23,22.79,20.74,8.56,1.4,-70.44,1.79,230.12,0
729,0.92,8865.32,136.05,17.2,1377.99,52.32,6.52,19.87,3.56,13.32,33.19,34.53,0
731,0.22,6550.02,133.71,18.16,140.42,3.79,61.35,32.99,4.13,4.49,16.2,226.09,0
732,1.72,3059.36,132.09,17.13,2457.68,26.27,51.14,12.81,0.84,13.25,57.14,44.14,1
733,1.47,8191.06,141.08,16.57,1659.78,2.73,26.5,15.29,7.7,-32.13,18.69,150.03,0
734,0.49,8872.83,138.73,18.35,1128.63,42.35,46.73,0.43,2.53,-94.08,55.7,226.99,1
735,0.15,3895.61,140.53,18.75,1972.21,43.23,57.89,23.58,1.42,46.1,51.11,200.25,1
736,0.59,9207.35,138.75,17.7,2393.92,32.62,54.01,25.1,1.26,49.55,14.47,74.85,1
737,0.83,9444.43,132.08,17.97,1298.86,18.7,30.16,25.61,5.16,123.29,4.97,180.01,0
738,1.35,7095.48,134.27,18.19,1613.77,63.09,48.99,38.79,5.38,-73.12,60.38,14.97,0
739,0.9,2165.28,140.36,17.1,87.55,20.74,63.84,36.4,3.36,-101.51,62.35,56.98,0
741,0.33,5412.92,143.12,16.54,839.87,58.27,42.33,28.69,2.41,-67.6,5.05,169.13,0
742,1.22,7901.14,134.78,17.98,2394.54,30.02,30.4,49.2,5.88,86.32,60.19,46.81,0
743,0.32,1811.84,137.04,18.07,1508.05,35.23,2.47,15.71,6.17,43.42,53.66,64.51,0
746,1.21,5759.0,138.94,17.89,1735.74,34.21,7.96,30.16,0.44,-23.67,19.61,77.51,1
747,1.01,1470.26,145.12,15.12,1412.58,32.7,12.85,49.1,2.99,115.85,36.52,109.57,1
749,0.52,641.72,130.78,15.13,2299.66,0.13,7.41,38.99,0.6,-63.06,13.31,22.0,1
750,0.55,498.2,139.36,15.97,694.77,56.99,10.21,15.53,5.96,-7.26,53.53,59.44,1
751,1.8,8242.33,136.22,15.1,756.26,30.01,9.98,11.08,0.01,-87.62,6.36,39.13,0
752,0.85,2378.05,144.45,17.0,915.77,54.5,58.01,28.62,6.45,60.42,60.21,132.01,0
753,0.97,122.03,132.27,16.03,1036.07,5.92,38.81,23.66,7.72,-26.8,19.19,113.88,1
756,0.27,9980.03,131.42,17.18,65.28,17.41,21.9,6.63,0.72,-13.58,25.85,181.35,1
757,0.89,1910.79,130.58,17.1,1766.71,42.89,41.95,48.58,5.87,-34.49,27.68,56.82,0
758,1.0,8268.98,137.84,15.86,359.48,37.22,26.92,40.94,1.34,106.83,57.45,200.07,0
759,1.39,8976.3,144.7,17.83,1277.17,54.05,41.45,46.5,1.57,-88.3,52.53,237.59,1
760,1.76,5795.42,141.64,17.71,1969.48,13.1,55.14,3.32,3.61,-40.0,36.86,203.83,1
763,1.37,7949.21,143.26,15.56,204.77,28.1,1.55,42.72,5.07,87.42,42.97,251.17,0
764,1.62,4988.75,144.98,18.62,792.3,44.29,7.99,36.86,5.36,-107.76,29.09,209.63,1
766,0.2,5739.45,141.65,18.59,1578.87,58.47,43.59,48.23,1.48,112.62,3.96,117.44,0
767,1.25,6869.15,132.82,16.59,1575.14,4.31,39.11,4.11,1.92,7.31,45.55,233.02,1
768,0.6,8166.27,135.38,16.27,1344.46,59.77,42.77,3.35,1.41,-33.94,46.82,157.14,1
769,0.75,3512.06,145.67,15.14,2184.48,10.33,21.43,7.32,5.5,82.38,43.21,29.94,1
771,0.35,2702.23,137.1,15.21,2031.34,46.22,3.04,21.93,3.64,-54.31,7.57,62.72,0
773,0.82,4243.14,143.86,18.86,578.03,21.75,13.7,15.83,7.26,90.29,9.65,23.34,1
774,0.76,3843.42,131.0,15.39,2425.94,11.32,48.31,5.7,3.74,-112.03,37.38,49.08,0
775,1.96,6821.01,137.98,15.95,1760.56,6.41,5.19,48.92,2.84,124.45,14.52,232.98,1
776,1.28,5637.33,135.41,18.21,695.83,33.67,64.06,10.75,2.89,-51.17,21.27,23.14,1
777,1.86,5744.52,131.43,17.08,11.61,33.94,24.73,35.81,3.05,11.1,3.15,76.92,1
780,1.09,1385.95,133.72,18.52,1390.52,5.63,6.59,32.75,2.54,61.74,9.54,172.34,1
781,1.0,2774.77,133.15,18.84,1115.24,23.25,50.39,32.17,1.89,58.77,34.9,222.55,0
782,1.49,9321.37,137.61,15.74,928.56,2.05,30.26,31.44,7.74,-106.96,31.46,30.48,1
783,1.71,7634.2,135.47,18.39,873.42,12.86,33.04,3.33,7.24,-93.21,39.69,178.83,1
785,1.69,524.62,131.66,16.59,2092.21,41.99,63.64,25.97,1.29,-24.03,34.37,169.76,1
787,0.91,9260.54,133.51,18.94,963.39,19.65,32.45,38.63,6.47,-61.85,24.99,68.06,0
788,1.52,994.39,137.37,17.67,925.93,34.11,51.23,31.34,6.12,83.32,29.8,96.99,1
790,1.91,7078.98,143.56,17.62,1104.2,2.69,32.06,18.36,2.21,-69.16,30.71,187.58,1
791,1.7,4494.54,137.81,16.57,2267.55,34.42,35.17,18.75,4.09,94.94,34.78,15.62,1
792,0.4,3791.65,145.81,16.43,449.83,63.26,16.28,22.57,1.45,80.79,46.15,120.24,1
793,1.85,136.57,143.26,17.43,2211.12,64.78,15.35,23.5,7.06,-59.43,14.48,160.31,0
794,0.15,9288.52,141.45,17.79,1042.51,47.38,9.88,45.86,7.03,-42.97,43.47,74.99,0
796,0.55,3599.35,141.19,15.86,761.02,46.93,39.24,46.01,4.77,-2.79,31.47,143.28,0
797,1.66,7378.94,145.15,18.35,2455.58,18.68,18.85,10.1,2.26,-77.25,11.89,233.7,1
798,1.1,2511.35,132.38,16.03,1236.9,24.43,18.34,8.51,3.11,-40.65,43.57,88.38,0
799,0.74,7539.58,130.06,16.06,2331.64,63.16,64.49,11.21,5.79,86.8,40.14,196.84,1
800,2.0,4073.49,142.14,18.93,237.85,36.03,48.0,45.43,5.3,30.93,40.51,230.2,0
801,0.73,2809.02,141.4,18.9,2183.92,49.96,12.06,49.89,0.58,121.91,8.37,36.41,1
803,0.96,8010.25,141.96,16.36,1750.33,52.08,40.98,48.1,5.34,-46.97,47.34,45.82,1
804,1.35,8981.27,144.39,18.43,2086.46,20.46,11.14,0.52,0.91,-26.52,21.39,6.85,1
805,0.97,2546.46,145.71,18.35,2427.56,13.14,15.78,16.08,5.3,-72.31,47.6,108.48,1
806,1.51,8020.25,145.6,16.79,932.37,49.9,38.71,45.31,4.38,-105.34,62.85,21.57,0
807,1.82,9870.89,137.11,15.5,1780.24,38.72,37.91,7.36,0.74,33.44,0.77,206.43,1
809,0.1,749.65,134.55,17.2,1952.84,64.62,63.11,28.51,3.31,92.89,8.88,126.39,0
810,0.35,8806.06,137.11,18.98,1656.11,44.84,54.7,28.36,5.73,-34.82,57.01,115.7,1
813,1.97,1431.67,139.04,18.4,1204.46,36.9,52.8,23.86,4.26,48.65,5.71,0.61,1
815,1.75,8313.58,142.32,16.07,3.34,8.79,21.29,36.88,6.08,33.89,18.34,43.22,1
816,1.15,6683.77,131.58,18.64,2225.97,33.08,33.61,46.96,3.54,102.88,38.12,232.73,0
817,0.02,8064.09,142.7,17.38,1323.97,42.99,56.93,42.01,2.57,-14.5,47.61,173.82,0
818,1.3,4231.63,143.92,15.78,54.82,64.42,52.56,11.11,0.61,-7.39,35.52,41.38,1
819,1.25,6654.44,130.16,15.47,2456.57,64.96,27.96,44.77,3.51,49.71,13.19,151.76,1
820,1.78,9436.98,134.27,18.64,1010.05,25.65,34.29,33.65,5.93,-100.23,44.99,139.1,0
821,0.53,540.5,143.41,16.21,519.99,20.59,59.71,0.66,5.8,65.31,46.91,56.5,0
822,1.03,3756.41,136.74,18.67,1862.77,49.11,16.84,21.9,3.7,-86.94,41.25,14.35,0
823,1.11,6168.82,133.32,17.86,919.62,27.86,43.15,27.23,0.01,74.19,13.71,16.83,0
824,1.36,5763.4,140.02,15.17,106.03,47.81,25.4,31.37,4.38,30.56,53.65,189.89,1
827,1.35,4844.96,138.22,15.57,1378.94,20.03,27.44,49.98,3.7,-109.18,32.61,61.88,1
828,1.53,6493.27,133.87,16.91,2138.87,16.85,2.3,9.04,1.62,-80.95,7.21,245.45,0
829,1.62,1277.35,145.22,17.46,1617.37,60.12,26.45,22.56,4.18,-71.56,5.95,53.1,1
830,0.9,7698.5,131.77,15.63,1718.45,33.75,35.88,33.17,4.69,37.77,30.8,194.27,1
832,0.1,5936.41,140.47,15.45,1982.69,9.51,48.45,17.21,3.56,12.25,27.96,210.14,1
833,0.55,5387.5,132.0,15.51,2479.14,49.79,52.03,24.6,4.03,41.85,34.46,48.1,0
834,0.16,8343.04,142.03,15.45,1625.55,3.29,26.21,31.71,4.78,-23.4,7.88,39.51,0
835,1.57,1561.05,145.04,15.1,549.8,62.55,6.15,36.91,4.62,-70.94,31.63,87.13,1
837,1.91,2784.5,130.31,18.31,1860.03,12.43,28.52,7.18,0.43,-70.28,10.13,140.42,1
838,0.3,8483.74,142.41,16.24,73.97,23.08,3.46,18.72,1.72,91.42,55.77,191.25,0
839,1.91,3486.31,143.49,15.71,2338.07,48.05,34.02,7.29,4.28,-114.65,60.89,42.0,0
841,1.41,6871.66,143.63,15.02,1214.36,45.05,51.24,25.09,0.63,102.8,31.54,117.66,0
842,0.36,8970.15,143.86,17.6,1967.85,25.65,63.97,4.32,7.83,-67.08,26.64,70.1,1
843,0.17,5652.13,136.34,17.4,2186.85,41.86,2.59,46.0,1.67,-16.58,33.73,34.45,1
846,0.47,9003.81,136.63,16.24,2178.91,61.5,49.73,27.19,5.59,-41.28,46.29,95.36,0
847,1.58,2877.09,132.14,15.09,504.53,64.31,51.32,41.44,2.61,-109.43,54.91,112.95,0
848,1.15,4325.01,136.32,15.03,67.32,46.95,60.79,28.92,7.78,28.9,11.95,244.58,0
849,1.87,1832.12,143.4,15.54,2047.6,46.61,7.95,10.36,2.4,42.55,25.97,235.43,1
853,0.3,680.26,132.46,15.22,608.62,43.83,4.93,35.99,6.73,-86.89,44.74,99.19,0
854,0.09,5593.39,134.05,18.33,927.08,46.5,58.13,17.95,0.66,117.01,61.71,209.69,1
855,0.84,8459.97,135.39,17.73,76.42,61.51,25.68,19.81,1.81,54.01,57.53,246.74,0
856,1.93,5493.69,143.5,17.71,2243.45,14.28,5.64,36.52,6.3,45.65,7.22,184.55,1
859,0.99,1173.61,135.61,16.84,425.9,29.46,64.95,40.06,5.1,-108.02,1.24,0.93,0
861,0.26,3749.83,134.34,15.06,1971.85,44.2,50.71,27.26,7.85,-106.16,57.35,194.5,0
862,0.75,3393.39,138.22,17.29,1068.73,32.24,63.04,12.51,0.15,19.99,17.06,124.29,1
863,0.93,5317.16,134.03,17.32,366.91,12.43,40.87,43.37,2.47,5.42,44.63,204.11,1
864,0.46,3313.55,145.14,17.07,1509.92,12.94,2.78,39.64,0.07,108.36,18.27,230.21,0
865,1.91,8363.48,139.58,17.7,2332.34,27.16,15.77,38.28,2.82,-31.04,51.61,101.51,0
867,0.86,8298.78,143.76,15.5,2478.35,39.52,47.65,2.72,6.89,25.02,25.64,66.93,1
868,0.42,1990.21,130.94,17.32,744.18,7.28,46.61,41.07,0.91,-19.04,48.04,42.04,0
869,0.23,2802.87,144.32,16.21,411.94,5.58,4.47,8.87,3.48,82.27,36.36,71.83,1
870,0.56,2953.89,141.08,17.84,1248.91,24.84,42.28,32.1,7.25,51.2,5.84,53.63,0
871,1.08,7455.75,136.33,15.99,1831.45,30.75,50.71,33.36,7.78,-24.63,44.56,182.51,1
872,0.39,9011.13,138.55,15.16,1131.23,61.15,32.03,46.07,5.36,116.02,37.54,175.46,0
873,0.1,2133.92,133.75,15.7,8.26,2.66,24.54,31.04,4.45,-31.64,44.52,51.99,1
875,1.26,7753.64,145.57,17.15,2065.37,36.69,48.94,3.85,5.92,103.88,1.18,235.34,0
876,1.89,6779.47,132.72,16.46,2392.43,62.24,32.45,33.89,5.66,-98.3,37.75,78.29,0
877,1.62,4733.07,133.23,16.4,1462.45,16.21,34.19,33.35,5.67,-114.18,13.61,191.13,0
878,0.14,3890.66,136.42,17.87,1764.79,0.12,4.37,37.83,2.96,-53.93,1.78,58.38,1
879,1.27,7149.54,141.43,16.24,1819.07,49.37,1.14,15.95,5.01,49.87,59.46,160.36,1
880,1.24,99.53,133.38,16.6,1307.63,47.42,44.76,37.19,0.4,-17.59,10.03,211.52,0
881,1.99,2821.51,144.3,18.07,2283.67,8.6,16.16,41.05,2.14,-4.85,39.73,252.78,1
882,1.35,4301.8,140.45,15.4,1391.57,19.53,45.63,46.87,1.09,-38.99,15.39,108.53,1
883,1.2,1392.34,130.69,15.6,2007.72,62.03,3.12,23.7,1.12,-91.01,6.49,192.99,0
884,1.36,4349.44,131.31,17.89,2336.54,34.3,47.01,37.22,2.36,-9.9,37.57,205.98,1
886,0.17,7702.79,132.29,16.77,1412.66,19.49,40.04,26.57,0.68,-6.93,30.86,159.93,0
887,0.25,7288.43,145.87,16.5,1369.6,14.87,53.35,37.69,1.73,69.49,41.44,71.11,0
889,1.68,3280.58,139.42,17.79,1618.72,4.96,52.6,40.69,7.09,123.2,28.83,137.11,1
890,1.99,3335.2,137.09,15.14,2198.12,30.7,49.86,4.49,1.47,26.17,9.09,28.06,0
891,1.13,1618.74,132.4,16.44,2258.44,45.82,38.48,8.61,4.38,-61.54,60.32,42.58,0
893,0.22,3485.28,144.42,17.04,1229.58,50.18,32.1,3.71,5.52,-119.71,19.7,191.35,0
895,1.43,1192.93,135.16,18.61,1846.96,18.96,48.19,6.85,4.4,36.94,59.24,36.09,1
896,0.59,3824.9,142.41,15.81,701.74,39.0,19.86,30.68,3.17,105.98,62.96,27.04,0
897,0.24,3108.57,143.27,18.78,1051.58,13.43,25.96,13.15,2.79,94.79,35.1,173.11,0
898,0.65,9252.81,139.51,17.62,475.77,29.87,0.53,8.81,5.0,-42.16,48.36,171.69,0
899,1.93,3156.95,136.81,16.48,1384.1,25.4,8.69,24.54,0.74,66.67,34.83,74.56,1
900,0.23,1257.91,134.85,18.58,1017.27,24.33,10.39,15.7,3.71,-22.51,35.49,141.7,0
901,0.75,8804.23,132.93,18.81,1832.99,36.51,63.27,6.13,6.27,20.24,51.0,56.75,1
902,0.95,6889.34,145.58,16.73,1257.79,50.17,18.67,16.07,4.75,-88.23,53.53,2.94,1
903,0.29,8747.84,140.44,16.03,927.39,63.11,21.35,1.34,1.98,-113.24,57.24,5.99,1
904,0.58,4179.55,136.64,15.38,2250.4,55.64,49.85,27.73,6.72,-123.5,41.57,109.88,1
905,0.24,9036.04,133.24,15.71,66.37,17.24,63.99,33.64,3.07,125.05,37.39,82.66,1
906,0.88,4126.01,135.83,17.46,127.2,45.7,9.5,37.89,7.81,48.02,11.47,233.38,0
907,1.67,5062.1,132.78,17.62,1549.89,6.66,28.47,49.72,5.94,121.41,19.29,213.21,0
908,1.63,5647.83,134.46,16.0,129.79,11.85,6.91,24.87,0.9,56.47,26.17,165.8,1
910,0.11,5465.41,132.72,17.47,2332.1,56.26,22.88,25.03,6.16,-1.49,38.71,119.78,1
911,0.65,4435.63,142.47,15.32,1512.85,64.37,17.51,26.25,5.86,-106.53,5.34,79.55,1
912,0.51,5031.38,134.23,17.77,1417.56,55.05,10.61,8.92,6.82,97.37,44.97,24.49,0
913,0.41,6933.34,143.93,17.65,1593.36,27.59,20.34,12.47,5.11,128.0,53.19,148.5,1
914,1.25,9622.62,144.75,16.09,1741.14,42.49,35.69,31.51,0.83,90.82,60.61,66.68,0
915,0.22,1237.7,133.55,16.56,481.26,19.71,12.13,36.4,0.1,89.75,25.61,67.67,1
917,1.24,6554.36,133.46,16.16,1989.12,59.54,2.89,32.82,6.27,15.35,35.92,227.72,0
919,0.79,7827.17,135.02,17.53,1327.18,21.08,52.26,20.96,1.28,70.5,4.61,254.1,1
920,0.5,2295.31,133.63,18.36,875.32,12.83,22.94,35.68,0.55,33.45,45.48,197.25,1
921,0.46,1925.44,137.91,16.6,512.03,61.81,23.78,13.15,7.56,-109.44,19.72,65.83,0
922,1.55,4872.87,136.53,17.42,1329.22,22.26,56.19,21.52,1.71,-23.89,16.49,127.58,1
923,0.1,2065.35,145.38,17.57,1188.82,30.24,21.97,8.88,3.16,117.66,6.63,144.94,0
924,0.55,6954.41,131.86,16.96,2420.91,26.48,39.75,35.01,7.75,-28.5,18.75,124.09,0
926,1.61,430.12,144.16,16.15,676.59,11.1,54.04,17.33,2.19,34.38,17.28,199.68,1
927,0.24,4089.08,142.4,17.86,2061.16,22.71,27.12,19.46,3.72,6.09,45.53,166.32,1
929,0.01,7974.9,143.99,15.3,197.71,28.51,29.62,23.63,4.39,-92.77,55.86,217.19,0
930,1.9,395.36,136.29,18.38,2121.56,22.4,57.64,49.65,1.78,-83.25,53.23,133.23,0
931,1.07,6965.87,136.22,15.7,688.55,16.92,49.64,34.37,0.91,99.31,1.02,247.98,0
932,0.36,5552.16,145.84,15.37,964.64,16.94,46.92,20.11,3.71,-87.99,17.31,170.43,1
933,0.02,3893.69,135.71,15.21,324.47,58.6,45.03,49.64,7.27,-69.89,23.78,79.48,0
934,1.77,7126.53,131.42,16.79,2310.61,53.45,59.85,34.03,0.8,-12.95,21.61,192.38,0
936,1.5,159.23,139.43,17.86,84.75,15.7,44.94,49.6,1.8,19.31,12.72,26.55,1
939,1.1,8064.83,132.69,16.85,2200.4,45.35,64.65,23.43,7.68,-107.92,8.0,227.47,0
940,0.17,1202.02,132.7,16.87,1414.0,49.39,9.42,28.64,1.74,-113.34,9.53,63.61,1
941,0.78,6457.31,145.1,17.37,2183.86,48.37,45.55,43.83,5.82,-61.86,36.16,189.79,0
942,0.99,7402.51,130.59,18.61,1953.14,12.96,25.82,45.56,7.87,-117.79,26.29,231.48,0
944,1.39,1665.25,130.6,18.42,1340.34,19.43,38.45,0.89,1.45,106.06,51.22,192.74,1
945,1.77,1130.14,139.92,17.3,1014.67,5.67,22.23,0.5,4.04,-48.41,56.46,202.13,0
947,1.59,4498.3,139.81,18.87,608.33,48.07,56.12,4.03,7.54,119.5,20.52,5.23,0
948,1.59,309.5,138.8,18.64,357.77,31.69,51.44,31.63,5.2,-59.46,36.51,155.23,0
949,0.72,7246.32,131.93,16.73,784.34,27.83,42.57,47.89,2.47,-110.14,5.54,161.9,1
950,0.89,4041.42,138.48,15.85,2494.52,34.21,15.73,12.21,4.31,-41.54,63.87,84.15,1
952,1.29,3469.44,131.29,18.76,1836.16,24.71,51.58,19.02,2.73,-35.25,9.14,14.3,0
953,0.77,6994.53,137.14,18.37,616.95,56.36,26.53,47.8,5.29,7.84,48.62,76.99,1
954,0.63,4266.8,132.46,15.19,1182.35,9.61,31.84,33.39,4.16,-10.71,27.03,169.14,1
955,1.68,5366.7,133.49,18.9,1492.89,58.47,26.9,33.31,2.03,75.55,25.15,3.86,1
957,1.21,4092.19,133.69,18.79,2271.21,7.12,11.93,43.03,3.01,28.94,33.86,139.34,0
958,0.55,7790.83,141.77,17.59,736.34,17.93,32.32,40.78,0.85,89.75,13.22,104.1,0
959,1.32,2344.59,140.78,17.33,2382.07,56.17,39.41,10.11,7.71,-19.97,2.03,254.52,0
960,0.64,8701.0,142.4,16.83,1360.44,33.21,16.18,25.42,2.15,58.54,8.87,3.18,0
961,1.25,8104.05,145.31,18.26,170.92,64.78,62.8,44.81,6.28,-69.51,28.22,172.02,1
962,0.88,246.17,136.06,18.01,901.14,52.24,38.23,28.75,7.84,-92.2,27.57,95.96,0
963,1.77,9241.57,136.51,15.1,732.02,34.85,4.58,12.42,5.67,-51.79,34.88,201.45,1
964,1.47,2115.32,137.32,15.54,314.81,57.58,37.38,39.65,4.73,103.18,52.58,195.74,0
965,0.98,2617.46,135.4,16.98,738.68,5.79,57.6,15.4,5.53,40.71,43.56,92.96,1
966,1.17,6974.32,139.88,18.92,736.7,0.96,46.8,32.62,1.68,39.11,35.73,125.01,1
967,0.78,5034.05,144.74,17.47,2443.94,60.36,29.34,32.91,2.28,95.59,61.36,132.3,0
968,0.4,1600.21,135.56,16.35,2222.72,12.38,23.08,30.71,6.71,-47.3,15.29,15.77,0
969,1.42,2904.78,142.26,18.41,2128.13,63.7,52.23,19.46,7.03,66.24,19.03,254.57,1
970,1.49,7467.89,132.18,15.38,2081.64,36.38,64.68,34.23,1.07,-7.8,53.35,122.84,0
971,0.09,5104.2,136.68,17.33,1841.28,51.79,6.42,48.1,4.44,-51.06,9.18,218.83,1
974,1.56,555.74,144.24,16.24,428.41,44.62,14.47,1.77,5.03,-10.26,46.66,68.37,0
975,0.33,6988.87,137.6,18.93,2331.11,0.43,53.23,33.97,5.75,-92.68,8.63,93.67,1
976,0.13,5434.3,135.24,15.81,564.48,64.74,60.49,29.45,6.4,-61.25,24.2,230.6,1
977,1.36,2823.97,145.22,17.05,978.41,48.84,10.13,16.57,1.7,66.23,24.63,38.68,0
978,1.03,6327.78,134.85,18.5,2384.87,14.21,51.91,41.13,2.77,34.68,16.1,112.28,0
980,1.81,2135.86,132.87,17.45,973.58,0.31,10.82,41.76,2.62,-76.3,26.09,36.46,1
982,1.14,3533.84,131.11,16.14,1625.36,3.48,8.68,3.75,0.98,-24.6,43.83,234.24,0
983,0.44,6638.05,139.68,18.82,2116.52,8.54,39.13,49.26,7.79,96.35,33.13,46.59,0
984,1.6,2577.66,139.7,17.77,624.69,5.75,27.7,14.85,6.67,76.99,16.18,175.75,1
