index,q/qm,ploss,fre,vpa,papower,ch,ce,rppower,ss,label
764,163.03,-3505.33,145.94,46294.92,63765.33,1.03,47.49,36163.08,26.35,0
766,32.13,-1718.17,143.89,168382.15,7492.47,1.16,71.23,53972.2,43.85,1
767,152.26,9085.23,134.0,176963.09,37046.15,2.82,2.99,38920.74,117.67,0
768,120.36,1734.38,134.72,134220.09,31376.11,3.72,-3.64,28523.72,143.66,1
769,183.97,-162.11,138.61,268279.05,63883.2,7.55,78.17,14991.77,148.38,0
770,121.75,-6427.19,139.55,372938.0,26972.54,1.44,-82.07,60776.01,212.01,0
771,151.49,2151.95,132.83,251454.48,14821.19,2.92,0.44,53580.51,171.1,0
772,136.92,138.33,132.18,376991.28,47353.14,1.53,-108.21,4092.37,128.47,0
773,144.23,-1172.26,136.25,124796.69,19147.14,0.11,-97.19,40905.45,200.63,1
775,178.61,9694.47,138.11,184069.56,51607.06,0.26,-94.24,22747.14,39.23,0
776,172.23,-9946.11,139.33,155427.56,42617.16,5.68,-81.97,8769.37,60.79,0
777,98.32,-5565.16,138.51,236505.41,34112.41,2.73,-94.95,39093.57,102.23,1
778,162.97,1970.27,139.5,63636.27,4406.85,5.31,-113.98,63523.68,253.21,0
781,190.6,6503.5,130.45,87181.19,758.93,7.07,-31.68,30835.74,49.78,1
782,15.61,-7533.39,130.53,178217.24,40711.47,7.95,103.72,19097.77,126.96,1
786,12.3,-7623.41,137.22,296628.03,27532.61,5.68,-110.63,25576.85,229.34,1
787,27.75,-5826.35,145.02,281191.86,57195.22,3.9,16.34,56667.3,131.72,1
789,196.75,-7586.78,138.27,281312.21,50029.57,0.07,69.44,53694.11,195.29,0
791,144.62,6708.16,131.81,291295.27,54221.76,1.26,-1.05,13515.07,186.38,1
792,20.97,-4371.16,140.97,205074.09,38066.69,3.07,0.08,37903.08,121.19,1
793,166.04,-7.31,132.31,352396.13,38300.22,5.76,-96.95,31785.31,216.14,1
794,47.72,-2129.07,137.37,266082.05,43239.15,1.04,116.98,54597.85,55.98,1
795,157.17,7975.14,145.87,170708.01,13753.41,1.62,-18.89,33643.35,239.89,0
796,83.92,8993.64,139.66,389448.33,49362.96,1.29,-96.82,41984.68,38.92,0
798,69.05,-1582.53,134.3,35762.41,14593.26,4.04,-6.73,14020.07,184.26,0
799,190.24,-3680.69,145.52,304845.78,42678.34,1.76,-79.91,16857.01,17.91,1
800,175.82,1472.03,134.54,51676.12,50397.1,2.91,38.6,47762.61,200.24,1
801,105.46,-7972.77,143.35,191285.62,44189.67,3.53,110.3,28012.25,42.98,1
803,120.29,-6087.42,132.59,350772.9,2364.52,2.26,-95.14,4409.98,227.56,0
804,123.37,-2831.53,140.11,229852.37,63755.7,2.8,-102.38,49708.63,241.94,1
806,104.94,4136.17,134.39,258621.33,57738.88,5.93,-102.97,19703.1,6.67,0
807,25.18,-1493.44,137.46,146016.67,31980.95,1.1,-49.5,40620.65,33.21,1
810,111.73,55.5,144.16,240455.19,58162.93,3.03,-96.85,61636.78,72.94,0
811,63.92,-2426.0,130.37,66429.77,44255.4,4.58,-117.01,59532.42,254.27,0
812,19.84,8473.82,144.72,135257.6,53605.27,4.06,-73.98,11589.72,99.25,1
813,80.46,1556.31,140.94,217915.12,44730.28,6.04,-53.57,40369.84,47.83,1
814,121.38,-2650.51,134.25,166193.68,51173.02,0.14,107.77,29462.19,237.72,0
815,142.99,1080.0,130.11,167476.81,3606.58,1.33,54.11,8211.71,204.28,0
816,151.6,3154.52,139.32,144725.02,7354.69,1.77,10.95,58901.77,117.78,1
818,40.17,930.23,132.94,381583.68,23773.41,3.43,-14.49,26341.09,206.51,1
819,67.35,-6588.35,140.48,247403.39,27403.24,6.03,66.17,10856.01,175.75,1
820,63.07,5817.42,143.43,349581.65,43895.22,5.72,48.53,42814.72,220.34,0
821,152.31,588.15,140.19,3914.0,18838.12,7.95,126.67,60834.98,128.91,1
822,193.48,-982.18,142.86,191002.69,63183.97,5.54,-86.1,3439.42,254.09,0
825,25.13,-3858.1,134.42,88820.03,11061.35,2.91,-43.86,16290.4,167.64,0
826,83.53,6678.65,134.26,48680.57,24775.94,6.77,92.12,62415.09,81.55,1
827,51.08,7956.64,136.71,68456.74,26899.36,5.61,-38.49,56070.53,14.68,0
828,88.64,-9213.62,145.12,225118.24,29080.97,7.0,-7.28,11210.69,153.67,1
829,21.72,-8049.79,145.85,174147.01,61817.05,7.55,-98.76,55050.7,237.02,0
830,193.86,-6950.37,139.42,101828.73,51429.79,4.63,-107.69,28491.83,189.72,0
831,123.02,6734.2,137.33,31316.04,58745.0,1.86,25.56,14638.28,175.76,0
833,34.22,1589.35,131.12,321595.76,48284.09,0.85,120.28,17087.57,176.78,1
834,112.29,-1256.49,133.64,261114.69,24775.11,4.78,104.78,31929.25,93.36,1
835,156.01,9338.15,133.19,390088.21,15507.29,7.49,-62.84,37612.09,60.06,0
836,159.67,871.36,145.64,340716.13,1645.74,4.03,-16.78,58778.2,170.6,1
837,96.32,-8325.52,142.98,54449.27,7363.21,4.73,-106.63,55658.27,59.68,1
838,133.29,-830.15,132.86,384987.72,26628.19,2.33,-76.48,28870.75,167.02,1
839,76.91,-627.25,142.95,210175.16,6449.0,7.42,-79.06,36616.51,147.18,1
841,158.54,9984.68,131.5,276137.38,6893.04,7.39,13.11,35246.26,253.51,0
842,169.3,6989.27,140.43,374589.09,51946.37,1.25,34.35,63865.85,39.78,1
843,187.17,-9561.94,142.4,138188.15,52924.79,2.75,-65.44,63245.78,234.59,0
846,99.15,497.61,131.19,290448.07,62354.03,1.01,-19.05,28272.3,122.56,1
847,94.35,-5693.72,138.47,257560.36,21714.85,5.33,63.67,35215.37,248.2,0
848,186.83,-9447.65,130.44,287166.0,24809.25,0.04,-35.24,11632.26,12.69,0
851,30.62,-9496.98,134.97,329988.9,14846.39,6.42,124.28,12878.55,61.85,1
852,39.84,7021.8,141.71,227465.09,30090.63,0.94,-31.99,31566.29,196.96,0
853,71.87,-2661.34,130.6,324803.69,31795.33,0.74,64.86,15591.96,56.9,0
854,75.78,-3248.2,140.48,93578.82,20136.06,4.04,2.01,38474.02,218.37,1
856,188.7,-440.71,131.44,246546.18,58432.2,3.21,-85.08,6073.51,240.03,1
858,194.31,-8330.88,132.93,243754.69,23010.55,0.93,-69.35,7494.04,230.93,1
860,125.47,-4124.8,145.15,500.29,36745.82,4.1,-89.21,22392.96,80.99,0
861,142.92,-2927.03,137.36,74762.81,10646.5,2.1,-34.76,48971.73,142.57,0
862,137.75,5146.43,136.56,82872.59,44902.76,7.69,-37.75,41942.57,39.98,0
863,24.97,1577.0,145.99,181205.94,44062.55,7.28,-91.37,58464.92,246.29,0
864,27.83,3024.97,135.17,265256.35,2909.75,7.36,67.69,21664.9,139.05,1
866,95.3,-4860.76,139.78,117902.41,22492.2,0.1,-50.61,60494.59,204.35,1
867,101.47,-426.71,139.91,33494.02,12183.17,6.77,-56.38,60484.31,126.14,0
868,88.62,2462.87,130.24,298839.82,31208.66,6.92,-110.13,36607.72,199.46,0
869,99.64,-2033.54,145.76,337522.61,14091.66,2.96,87.09,26610.75,201.85,1
870,78.71,-2878.56,138.09,181556.82,21223.77,3.1,71.4,1151.57,180.71,1
871,135.05,3498.62,130.96,198517.4,56538.46,4.65,51.48,22867.86,190.97,0
872,19.07,-6329.61,138.88,192071.7,55325.4,6.83,13.94,6260.97,31.03,0
873,22.89,9559.77,135.27,377394.8,29589.08,5.86,-75.89,29552.21,12.74,1
874,185.34,-817.25,141.97,30528.59,24688.07,4.0,86.15,28850.13,130.08,1
875,69.71,-5995.12,143.69,36784.84,18688.36,7.6,-115.27,64111.29,110.2,1
876,175.84,8060.14,135.1,354596.93,20045.48,5.35,100.83,24007.98,45.08,1
877,184.05,-1775.7,137.86,187792.65,25769.59,4.51,-117.85,35401.68,16.78,0
878,138.28,-1850.43,132.33,3600.15,9460.65,0.17,58.89,59413.1,36.85,1
879,129.64,-6247.86,144.41,257710.12,22507.08,0.91,64.41,4500.17,105.56,1
880,76.95,-6346.29,138.74,34154.09,52866.96,4.37,14.71,7119.88,8.08,0
881,129.3,3588.82,130.62,390163.47,37297.33,5.63,106.46,17958.48,12.06,1
882,46.11,5729.92,130.64,145615.04,63581.03,1.53,-87.21,14231.53,223.85,1
883,76.95,3704.46,134.88,154776.57,8910.25,0.88,40.85,32177.59,120.22,1
884,116.84,-2364.65,144.98,86363.66,49223.97,0.11,-1.56,28035.64,33.37,0
885,153.1,-9518.13,139.73,304351.2,30154.37,0.28,-16.29,23695.86,214.44,0
887,11.3,-7882.29,141.58,363823.54,13551.58,7.07,-103.84,3268.76,220.91,0
890,181.25,-201.85,142.19,11781.35,35035.01,4.52,-103.06,34468.56,210.19,0
891,145.13,-2684.44,130.5,298752.96,42530.75,4.7,3.19,39583.17,244.8,0
892,84.17,-1709.47,138.82,379730.26,29362.16,1.54,45.35,34416.49,27.94,1
893,148.3,8284.59,142.48,196053.98,58899.35,5.98,-114.07,53074.13,252.75,1
894,12.96,-5116.49,143.7,339654.51,49267.18,0.54,33.99,3752.61,37.95,1
895,0.39,9937.32,142.98,37739.98,63730.08,0.51,4.13,16083.0,41.64,0
896,13.24,9312.35,137.6,106838.99,63245.57,2.4,-74.73,38801.14,85.98,1
897,126.92,9557.23,130.89,37891.77,49561.15,4.78,-90.46,2331.82,107.96,1
901,173.74,-5016.87,131.01,49000.83,56256.65,5.46,54.67,9487.41,161.1,0
902,44.08,-416.53,140.78,140092.72,27338.39,4.6,92.99,30495.13,197.83,0
903,191.68,-4821.61,136.69,368453.33,4397.25,4.21,9.33,36789.29,35.56,0
904,24.12,-554.19,136.27,159911.78,16404.57,3.35,23.52,6137.83,224.1,0
905,42.31,-9662.74,139.86,293221.15,40479.04,6.82,76.99,10123.96,159.01,1
906,139.05,-6970.92,136.92,81039.59,2795.66,6.63,-86.83,41344.65,58.38,1
907,8.36,4400.94,136.63,361245.66,44808.53,7.53,95.86,14570.57,149.93,1
908,62.97,-3446.41,138.09,214306.31,7245.59,6.03,107.12,17272.72,103.32,1
910,116.98,-110.77,144.92,67182.96,24417.63,2.51,67.95,47725.15,128.54,0
912,27.39,483.25,130.73,336635.64,31318.37,4.73,22.33,9021.18,179.8,0
913,37.88,7723.22,130.77,199143.38,52370.55,6.71,-109.08,20589.47,54.19,0
914,35.24,7278.3,130.4,288610.8,52354.89,0.98,40.42,42464.08,48.45,1
915,21.63,-4342.11,140.78,246103.62,53078.96,6.45,-52.17,40262.7,186.96,0
916,30.63,1997.83,137.65,188150.86,59230.16,0.69,80.03,29574.68,129.28,0
917,187.88,-2817.17,144.6,374314.67,50539.44,5.72,-78.57,44219.46,53.14,0
918,54.5,4315.26,140.47,208719.64,27186.49,2.59,-2.14,13449.71,209.6,1
920,90.21,7445.47,138.76,301088.3,24075.29,4.22,83.66,31386.95,67.88,1
921,191.95,-8846.95,145.96,102239.87,10376.42,0.77,52.86,47349.12,33.26,1
922,196.33,-3524.27,130.48,178094.88,58703.1,1.19,-61.5,14032.46,160.6,0
923,7.96,-1761.67,130.83,265484.44,55485.62,1.92,59.86,24823.33,5.28,1
924,28.28,-131.13,134.08,255292.38,6338.2,0.86,68.48,34251.11,153.66,1
925,74.84,-9882.02,131.37,25796.94,21119.51,0.45,-14.86,58527.14,212.07,1
926,80.59,9192.99,143.96,191015.68,2024.02,4.29,97.72,52483.32,111.15,1
927,70.95,7917.16,144.0,351623.37,60809.37,7.94,96.33,11873.19,219.01,0
929,21.88,-7549.28,141.7,82344.31,32782.59,0.78,15.49,12833.63,167.46,0
930,38.01,573.21,145.36,267974.77,22715.91,3.75,-96.96,60145.27,245.75,0
931,127.71,-1928.5,141.27,152528.79,44914.82,0.58,-20.7,35693.59,220.92,0
934,118.19,9958.96,132.38,276331.13,56333.68,0.99,120.8,2094.19,219.02,1
935,32.58,3671.26,133.8,71292.97,59137.76,4.24,19.68,38620.04,20.45,1
936,95.79,1733.04,143.0,163987.34,61780.31,1.54,77.76,56573.4,252.34,1
937,84.6,-2711.69,132.05,361414.51,54489.41,7.39,13.18,36367.36,70.06,0
938,129.89,-2835.14,140.12,198450.51,19803.59,2.53,-41.88,58193.72,249.45,0
939,184.11,3655.92,137.88,392537.8,48916.34,3.26,-101.96,4392.42,102.14,1
940,193.92,1149.5,144.57,4284.2,61231.34,0.34,85.44,35826.17,161.79,1
941,3.56,4589.43,134.8,220987.33,30419.6,6.63,42.75,58638.35,154.12,1
942,93.26,-6635.02,144.65,102842.93,9161.3,7.97,-99.5,1047.51,181.54,1
943,147.65,-9800.71,130.97,92468.75,41397.62,6.73,-80.6,49572.85,21.31,0
944,1.35,172.6,132.0,78425.11,61996.26,7.49,-101.18,64197.88,56.47,1
945,122.45,483.95,135.99,204497.1,38876.66,2.91,110.77,64210.8,230.75,0
946,114.9,-4935.53,139.85,235671.34,15523.85,7.58,86.98,40553.82,24.08,0
947,164.37,9695.84,139.88,332593.04,57540.26,4.8,63.62,32355.05,28.43,0
949,9.93,-6052.56,140.18,264741.3,7455.68,1.91,-119.24,8821.6,0.04,1
950,108.9,1341.99,144.82,381319.64,8133.02,2.99,-73.22,3182.99,186.82,1
951,8.15,-6526.64,138.4,204796.11,34280.52,3.11,122.04,4014.07,61.93,0
953,1.57,2866.0,130.01,82601.23,6740.75,7.39,-39.43,12725.8,139.72,0
954,37.22,9630.96,138.96,386795.42,63445.47,7.06,-87.57,34135.5,88.73,1
956,114.95,-135.18,143.78,327332.75,60645.94,7.21,-34.99,14342.06,80.34,1
957,90.11,-270.51,140.37,121685.8,63582.02,2.22,-61.07,11920.68,205.16,1
958,62.09,-8809.64,138.04,232218.51,28169.33,1.34,79.0,39267.89,223.71,1
959,125.43,-8135.19,139.09,14090.53,35795.57,6.24,118.45,20665.55,71.26,0
960,8.29,8789.98,136.4,44110.41,45277.24,6.7,-0.21,1631.15,134.75,1
962,76.28,663.11,140.14,154114.4,25047.96,7.67,1.62,48407.3,207.51,0
963,116.9,-8195.97,140.69,1687.63,28473.93,4.64,-43.71,16790.06,213.41,1
964,161.47,-4553.55,143.26,240344.58,37570.25,6.31,0.83,52519.03,106.15,0
965,48.64,4623.47,130.23,237590.22,12156.61,4.32,-58.67,6003.52,122.2,1
966,139.5,-5285.5,133.56,25283.86,28551.38,5.63,50.57,41829.49,96.7,1
967,98.39,-9783.95,133.02,8889.03,58675.96,2.7,96.21,542.34,214.81,1
969,90.39,-2752.69,130.29,336906.69,20192.62,0.51,-2.25,57310.01,54.95,1
970,54.88,4584.65,130.78,312060.62,60924.41,5.91,-90.45,531.77,90.13,1
971,83.03,-6310.52,135.21,279521.19,39458.93,1.16,-16.13,61908.69,172.48,0
972,196.58,-7582.6,130.85,164688.04,9784.42,0.46,-12.83,56059.16,116.22,1
973,14.6,-2614.68,132.63,82829.59,64950.09,6.17,-49.0,38342.72,101.84,1
974,188.84,3531.35,145.76,381007.32,17904.62,5.93,-74.75,55677.42,134.31,1
975,99.75,-1252.54,145.74,309810.78,44584.37,7.4,74.24,7038.91,234.05,1
976,12.3,9767.13,135.26,345460.59,31807.55,3.11,-8.02,4256.2,220.43,0
977,0.49,-9646.63,136.87,277505.14,25216.68,3.73,-21.7,36040.47,58.61,0
978,162.3,-3883.45,142.18,168017.5,39202.95,5.49,77.7,31543.2,176.86,1
979,144.06,-1510.86,145.14,293650.52,35347.62,1.17,23.64,54556.19,79.39,0
980,119.39,1966.5,141.65,368060.23,37118.52,7.66,-38.63,49371.47,94.18,0
981,78.12,-5768.65,143.42,72695.28,11787.06,6.66,-81.62,15192.29,117.1,0
982,118.03,-3611.74,130.18,7324.05,58572.26,6.36,98.31,43380.2,172.96,1
984,151.43,-6612.99,139.48,213249.2,57402.3,4.6,-30.68,55622.25,32.69,1
986,35.71,2728.29,144.35,234134.86,18468.99,4.61,-38.65,59539.5,250.86,0
987,151.52,-5791.28,135.28,358425.84,3721.63,2.34,78.46,40137.25,178.62,1
988,77.65,-4098.48,136.27,243003.26,64504.88,0.89,-109.66,47551.04,186.14,1
989,165.81,2435.77,132.42,278414.53,17464.33,2.13,37.09,15076.71,226.54,1
991,128.17,2686.29,142.3,350299.57,49803.94,2.17,-121.74,13441.82,167.09,0
992,146.22,-5704.91,139.88,132482.12,50093.02,2.34,61.75,21301.84,246.46,0
993,78.11,-1352.58,144.06,190390.85,63884.92,5.97,-65.62,61252.67,223.24,0
994,144.44,63.37,141.42,166961.04,33597.94,7.16,27.65,47546.38,1.2,0
995,91.24,-8510.11,143.35,54825.25,42134.92,7.62,75.49,53421.31,155.12,0
996,8.93,-4585.09,144.78,336410.95,45536.7,1.01,126.35,12273.54,179.07,0
997,149.8,9683.94,137.59,349035.64,31586.35,3.71,44.85,31646.52,69.9,0
998,98.61,8458.01,144.12,70730.4,30910.77,6.12,104.97,1505.88,102.86,1
999,13.03,759.33,142.06,377537.62,4554.0,5.49,-43.81,7435.38,13.74,0
1000,132.65,7487.11,134.97,52372.06,14963.14,1.62,22.8,20256.98,252.43,0
1001,67.89,3873.31,137.81,234307.82,41019.96,0.92,76.74,55324.81,221.73,0
1002,17.3,-3192.81,130.19,191472.07,9720.81,0.21,88.75,56137.74,92.93,1
1004,10.67,1443.71,138.9,26371.19,43692.63,7.78,-0.64,5774.96,224.49,1
1005,87.03,6561.41,141.34,25717.69,25777.91,6.42,-109.55,54170.72,99.58,1
1006,189.87,4280.08,141.5,311589.6,57792.49,7.44,-92.9,16781.43,65.54,0
1007,117.8,-9368.04,144.99,222336.23,33258.91,5.76,-5.97,36288.45,251.37,1
1008,183.23,3353.86,136.3,389992.11,4264.64,3.98,-41.53,11533.08,234.94,0
1009,153.37,1058.2,143.84,251438.1,13249.91,0.26,73.06,1894.72,22.88,1
1010,196.55,-5139.13,131.8,240363.69,9493.13,4.89,20.48,46455.3,146.88,1
1012,39.93,-1338.27,132.94,2978.58,4118.09,5.64,101.34,47439.45,172.7,0
1013,92.49,1791.49,136.46,262616.99,12879.6,6.16,20.83,41137.47,44.51,1
1014,184.69,4762.35,134.52,215603.24,5442.3,2.34,27.0,62823.06,238.08,0
1015,164.04,-6349.57,130.32,259210.18,50745.76,5.34,13.19,6280.74,123.99,0
1016,100.02,352.81,130.48,282371.69,53608.86,3.2,-107.67,58757.56,153.69,1
1017,113.79,2251.2,131.03,355006.46,21863.22,7.05,99.99,18205.24,207.01,1
1018,51.35,-6134.78,140.46,218391.7,25810.1,0.84,46.06,53715.62,118.17,0
1019,100.75,-75.41,134.89,194286.63,54972.71,4.84,23.4,4547.48,58.99,1
1021,48.41,197.34,144.91,6848.01,20199.5,4.66,-74.76,57333.52,208.39,1
1022,75.98,-2487.94,130.63,223344.69,43458.64,3.77,44.33,19709.95,220.67,0
1023,174.01,2617.98,133.87,28906.73,16167.45,1.36,-28.19,1092.68,166.7,1
1024,23.94,-9713.51,141.8,230817.98,48167.28,4.93,8.36,42257.47,171.59,0
1025,62.71,8442.7,130.99,322006.11,3603.81,5.63,-11.44,46026.69,146.4,1
1026,138.84,4761.71,138.92,176392.49,5655.28,4.28,125.23,31482.78,208.84,1
1028,59.38,-4768.45,140.57,152859.43,44213.16,3.16,-78.87,52300.39,123.96,1
1029,107.51,4421.88,138.13,201205.66,11086.24,3.77,95.07,2477.64,249.49,1
1030,31.74,-4510.36,134.27,77603.45,12358.1,5.99,96.0,1553.54,155.02,1
1031,42.44,-4282.57,133.32,329777.62,61277.71,1.04,101.08,8818.92,154.03,1
1032,166.01,-7323.71,132.3,230677.09,53164.15,2.01,-62.84,26578.71,138.97,0
1033,143.24,-2087.04,133.85,163402.69,63967.78,1.92,-124.61,48717.57,40.55,1
1034,6.9,-7136.56,130.82,304687.13,60273.71,4.38,2.15,20402.64,209.89,1
1035,106.01,-4762.6,142.16,263415.55,12535.61,7.61,-109.85,45734.36,13.41,1
1036,172.85,-1414.27,135.53,17856.23,42861.91,7.94,127.83,53404.78,150.28,1
1037,50.98,590.24,145.04,222683.06,6386.57,5.82,-70.74,28382.76,48.12,1
1038,14.52,1961.95,136.1,178033.0,58938.27,1.04,22.67,13703.88,213.55,1
1039,19.83,-4711.67,145.78,252822.0,14761.97,2.31,78.01,16399.72,37.5,0
1040,73.85,-4472.79,144.95,22348.54,7119.94,3.31,-30.84,17082.01,171.43,1
1041,27.63,-3102.06,133.82,365699.98,8782.29,6.63,107.96,34096.23,122.7,0
1042,18.76,4427.07,144.62,162000.13,20725.48,4.52,-117.88,14474.2,47.43,0
1043,26.38,-4609.94,132.47,248765.84,11472.12,1.45,22.31,3587.88,241.41,0
1044,84.78,-286.49,145.1,398508.46,55942.99,3.84,63.85,13050.76,47.86,1
1045,19.35,9738.42,142.86,313090.72,57344.9,4.46,-8.7,56204.14,161.32,1
1046,111.84,-5890.45,134.08,226737.25,45207.14,3.88,85.44,53517.94,94.95,1
1048,188.08,-7547.97,134.04,18365.23,12003.24,5.02,0.97,15315.15,225.7,0
1050,130.47,6639.04,131.32,57466.13,48110.68,2.63,27.81,43684.37,87.6,1
1053,16.53,3335.09,140.87,109955.53,35309.2,2.57,-110.41,38596.19,90.2,0
1055,100.89,115.27,140.9,114315.43,35681.47,0.86,-21.62,49926.52,33.24,1
1056,143.55,6325.82,138.37,46574.33,8040.21,2.95,-62.97,13807.11,184.68,0
1057,63.93,-4105.75,134.03,199613.55,32089.36,5.68,-113.34,14163.61,223.02,0
1059,62.03,-7826.78,134.86,329666.06,27170.23,2.25,58.21,29090.47,182.07,1
1061,53.35,-234.55,132.29,279076.16,46354.19,3.71,-125.57,1975.85,191.25,1
1062,174.12,7138.44,144.38,283946.54,48271.18,4.96,70.14,37529.47,99.49,1
1063,160.44,-2318.83,145.5,17441.34,9551.88,0.8,-51.08,24408.09,202.17,1
1064,161.87,-5881.31,141.27,281232.58,18372.03,6.1,39.84,6106.23,219.15,0
1065,194.93,-4181.1,141.94,18803.47,6426.43,1.83,49.95,4235.18,52.56,1
1066,89.54,5461.57,135.98,154750.38,19604.56,2.8,-1.35,16487.87,174.14,1
1067,96.68,9241.3,140.53,209029.56,64159.14,4.8,116.17,6554.66,40.71,1
1069,55.29,7902.91,144.83,134872.86,60579.92,2.45,22.45,9866.12,25.53,1
1072,22.35,-1256.48,136.42,284016.2,32055.31,3.86,-82.91,53096.17,145.24,0
1073,95.84,4496.97,142.7,168042.38,2377.48,5.35,2.67,53943.82,48.83,1
1074,171.17,4568.29,140.35,316789.85,3081.17,7.31,-75.02,585.49,121.99,1
1075,198.17,9765.4,133.27,179748.21,6179.3,5.72,-122.57,18642.77,194.88,1
1076,92.25,1455.88,136.71,168253.34,48459.01,0.33,-23.18,19539.01,58.01,1
1077,95.33,-8390.54,137.25,365889.79,1362.78,6.79,-69.52,19634.6,18.77,0
1078,51.08,105.37,133.43,341382.82,20681.21,6.91,14.33,56247.08,129.01,1
1079,143.69,-6438.62,133.14,38986.22,64179.31,7.09,-83.68,62172.25,204.06,0
1080,82.87,-7723.69,142.33,275251.13,30754.02,1.67,26.09,34758.99,123.87,1
1082,7.55,-5556.49,133.12,31565.6,21658.34,4.34,-44.46,4485.6,172.35,0
1083,49.36,5376.55,132.85,203294.34,11297.26,3.74,-75.04,42397.09,56.43,1
1085,102.77,-3588.95,131.08,180810.02,32210.41,3.39,98.06,4418.27,215.28,0
1086,68.88,9255.29,145.93,209682.24,27240.75,3.87,47.78,33416.34,204.61,0
1087,124.55,-1124.42,145.41,101378.31,26942.42,4.07,22.44,37588.38,233.57,1
1088,192.41,-2105.82,131.92,90087.32,49484.44,5.19,62.5,58496.14,230.81,0
1089,27.68,6731.06,141.84,218816.83,12899.31,4.52,-49.75,38172.92,191.4,0
1090,45.48,827.88,138.54,160950.01,31470.82,1.66,26.25,29939.68,61.52,0
1091,37.01,-6671.66,132.61,189023.86,6955.25,6.76,-82.52,59058.94,252.1,1
1093,70.0,5373.01,145.49,321093.81,61407.24,5.02,-97.1,39952.85,204.19,0
1095,171.84,1611.8,144.05,297131.93,47235.69,6.61,5.63,55014.86,13.5,1
1096,199.46,4416.53,143.06,89476.5,51078.04,2.42,-51.7,51360.85,147.72,0
1098,7.89,-6173.59,142.86,37996.53,54890.57,6.99,34.16,13278.92,91.11,0
1099,65.45,8298.99,140.81,237143.09,41896.57,7.61,24.52,56164.79,42.44,1
1100,188.15,-1952.02,140.03,397187.31,8273.28,4.75,106.05,63595.41,214.85,1
1101,12.11,3553.97,138.58,337500.64,25869.54,5.75,55.43,63920.92,76.97,1
1102,197.33,-1829.92,137.64,387391.71,17617.86,6.36,-48.22,45395.9,45.82,0
1104,175.74,3685.15,135.03,111810.93,43227.79,1.4,-114.54,7582.3,34.93,0
1105,56.54,1750.9,145.54,209504.05,51289.09,4.15,117.13,40706.92,180.29,1
1106,3.38,4128.12,133.02,148701.4,45791.73,4.06,20.46,7269.87,50.08,0
1107,69.48,522.86,138.81,300904.54,36891.27,2.88,12.54,32355.69,28.71,1
1108,195.48,-5178.48,139.23,300581.09,64713.52,0.73,-82.51,47118.87,97.39,1
1109,80.24,6960.78,140.91,217272.73,38065.0,7.89,-9.51,30988.52,32.79,0
1110,194.81,-2139.8,137.73,356419.61,42976.71,3.15,11.93,6886.53,23.08,1
1111,190.23,-4213.79,138.71,223656.42,8766.1,0.92,33.92,55030.37,57.25,0
1112,1.22,6014.29,142.95,146911.95,57980.68,5.59,-11.2,4186.84,48.38,0
1113,31.28,-254.69,144.71,144870.97,46223.73,2.59,-105.63,51216.66,181.08,0
1114,169.51,-5623.38,134.64,292662.95,57945.54,3.84,34.32,55143.93,14.54,0
1115,51.81,29.7,143.42,145718.48,1051.98,6.81,79.15,14116.83,78.4,1
1116,139.88,4025.49,130.52,272292.48,10333.79,0.57,94.81,16372.99,161.05,0
1118,134.36,8411.05,144.91,1335.43,38523.7,6.18,111.17,55600.14,48.3,0
1120,64.1,-5725.64,137.05,121529.48,19219.0,6.81,-8.27,43714.29,142.55,1
1121,43.21,4422.94,139.96,347673.86,23877.89,4.01,103.15,50661.59,52.62,0
1123,126.19,8334.69,132.9,219859.09,46512.43,6.84,126.11,13335.06,2.91,0
1125,95.05,3433.58,143.62,22561.58,37324.66,4.32,61.11,12616.7,44.41,1
1126,62.13,1534.28,141.43,136363.08,48151.17,2.21,-94.7,26626.83,221.44,1
1127,35.95,-3149.02,135.73,276818.3,272.2,4.59,69.19,33213.81,148.99,1
1128,185.81,376.77,132.39,195782.77,23717.48,3.31,68.45,32648.44,139.9,0
1130,14.49,6004.4,134.06,18782.75,12959.9,2.42,33.69,56001.05,73.07,1
1132,87.91,4431.89,130.45,344762.05,54819.3,2.06,82.78,42563.36,35.05,0
1133,148.52,748.18,132.88,244217.48,2212.34,4.37,89.68,60572.58,95.56,1
1134,131.46,6219.54,134.69,129863.52,48870.77,4.52,-10.54,20719.62,96.66,0
1135,50.25,-1157.98,134.03,50870.26,53410.85,7.57,108.93,45810.94,23.92,1
1136,175.95,-3455.54,140.34,34712.6,51206.1,5.39,71.28,23428.09,135.8,0
1137,91.26,-6775.59,137.13,244236.9,8984.68,7.18,-118.09,24033.59,54.23,1
1138,112.66,3086.72,143.41,241280.48,39546.24,1.24,40.38,23287.96,246.64,1
1139,164.66,8858.37,136.96,214036.83,33525.49,2.76,-82.73,57917.0,123.83,1
1140,25.79,4761.02,144.65,365506.97,32482.63,1.68,-123.92,49025.39,143.79,1
1141,156.04,2304.6,137.99,62907.23,46079.59,4.52,-84.12,53041.88,194.88,1
1142,88.73,-1626.68,137.45,96836.25,48940.51,5.31,-1.58,26653.8,157.4,1
1143,180.88,-462.96,138.72,192390.87,57990.71,3.89,-87.76,55328.04,103.34,0
1144,29.88,6184.43,139.01,369955.79,12626.19,2.26,39.68,40867.13,114.8,0
